STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,INST_TYPE_EDU,Type of educational institution,EDUCATION_LEV,Education level,AGE,Age,SUBJ_TYPE,Subject,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,STATISTICAL_OPERATION,Statistical operation,REF_PERIOD,Reference period,DECIMALS,Decimals
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,PER,Peru,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y7,7 years,ICTS,,,,L,Missing value; data exist but were not collected,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,SAU,Saudi Arabia,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y14,14 years,SLAN,,,,L,Missing value; data exist but were not collected,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,UKM,Scotland,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y11,11 years,SSCI,,,,O,Missing value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,HUN,Hungary,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y10,10 years,TECH,,3.57143,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,NZL,New Zealand,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y10,10 years,SSCI,,,,O,Missing value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,SAU,Saudi Arabia,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y11,11 years,FXTM,,,,L,Missing value; data exist but were not collected,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,KOR,Korea,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y13,13 years,RELI,,,,K,Data included in another category,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,NLD,Netherlands,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y12,12 years,OSUB,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,NOR,Norway,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y6,6 years,VOCS,,2.08868,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,BFL,Flemish Community,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y7,7 years,OSUB,,,,K,Data included in another category,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,EU25,European Union (25 countries),INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y13,13 years,OSUB,,2.49496,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,PER,Peru,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y13,13 years,READ,,,,L,Missing value; data exist but were not collected,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,IDN,Indonesia,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y11,11 years,OSTU,,,,L,Missing value; data exist but were not collected,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,NZL,New Zealand,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y9,9 years,SLAN,,,,O,Missing value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,BGR,Bulgaria,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y16,16 years,NSCI,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,HUN,Hungary,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y9,9 years,READ,,22.22222,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,FRA,France,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y10,10 years,ARTS,,8.33333,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,BFL,Flemish Community,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y9,9 years,ARTS,,,,K,Data included in another category,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,NZL,New Zealand,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y15,15 years,SLAN,,,,O,Missing value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,POL,Poland,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y14,14 years,OSCH,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,BFR,French Community,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y14,14 years,OSCH,,14.28571,,W,Includes data from another category,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,IDN,Indonesia,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y16,16 years,NSCI,,,,L,Missing value; data exist but were not collected,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,NOR,Norway,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y13,13 years,READ,,15.17925,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,ISR,Israel,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y7,7 years,OSTU,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,LUX,Luxembourg,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y10,10 years,NCOMPUL,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,ESP,Spain,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y11,11 years,ARTS,,7.89926,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,NOR,Norway,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y12,12 years,VOCS,,2.26911,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,HUN,Hungary,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y8,8 years,VOCS,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,AUT,Austria,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y12,12 years,READ,,12.55611,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,HRV,Croatia,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y9,9 years,PHED,,16.66667,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,POL,Poland,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y17,17 years,OSTU,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,SVK,Slovak Republic,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y13,13 years,READ,,16.66667,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,EST,Estonia,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y6,6 years,ICTS,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,EST,Estonia,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y8,8 years,PHED,,11.76471,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,OECD,OECD,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y6,6 years,NSCI,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,PER,Peru,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y8,8 years,ARTS,,,,L,Missing value; data exist but were not collected,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,IDN,Indonesia,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y13,13 years,VOCS,,,,L,Missing value; data exist but were not collected,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,MEX,Mexico,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y11,11 years,READ,,,,O,Missing value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,PRT,Portugal,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y17,17 years,OSTU,,55.07246,,W,Includes data from another category,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,SWE,Sweden,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y11,11 years,ICTS,,,,O,Missing value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,EST,Estonia,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y11,11 years,ARTS,,8.43373,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,BGR,Bulgaria,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y8,8 years,NCOMPUL,,17.39222,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,CHE,Switzerland,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y6,6 years,SSCI,,,,K,Data included in another category,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,FRA,France,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y12,12 years,FXTM,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,FRA,France,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y17,17 years,MATH,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,ITA,Italy,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y8,8 years,SSCI,,,,K,Data included in another category,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,ISR,Israel,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y17,17 years,OSTU,,7.52509,,W,Includes data from another category,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,HUN,Hungary,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y12,12 years,RELI,,3.33333,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,KOR,Korea,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y13,13 years,ICTS,,,,K,Data included in another category,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,BFL,Flemish Community,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y17,17 years,OSUB,,,,K,Data included in another category,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,CHL,Chile,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y7,7 years,OSUB,,1.46646,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,G20,G20,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y11,11 years,ICTS,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,DEU,Germany,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y15,15 years,ARTS,,6.21551,,A,Normal value,,,OBS,Observed,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,BRA,Brazil,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y17,17 years,PHED,,,,K,Data included in another category,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,NOR,Norway,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y8,8 years,ARTS,,13.96116,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,AUS,Australia,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y10,10 years,ARTS,,,,K,Data included in another category,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,SVK,Slovak Republic,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y15,15 years,FXTM,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,KOR,Korea,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y14,14 years,SLAN,,10.10101,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,BGR,Bulgaria,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y13,13 years,VOCS,,3.1746,,W,Includes data from another category,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,G20,G20,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y12,12 years,NCOMPUL,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,GRC,Greece,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y8,8 years,ARTS,,10.00767,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,MEX,Mexico,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y8,8 years,PHED,,,,O,Missing value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,ESP,Spain,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y8,8 years,NSCI,,6.67917,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,LVA,Latvia,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y16,16 years,NCOMPUL,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,ROU,Romania,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y16,16 years,MATH,,10.93696,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,AUT,Austria,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y17,17 years,SLAN,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,EST,Estonia,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y7,7 years,OSTU,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,GRC,Greece,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y16,16 years,MATH,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,MEX,Mexico,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y7,7 years,ARTS,,,,O,Missing value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,MEX,Mexico,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y6,6 years,ICTS,,,,O,Missing value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,NLD,Netherlands,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y16,16 years,SSCI,,,,K,Data included in another category,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,USA,United States,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y12,12 years,OSUB,,,,O,Missing value,,,OBS,Observed,2023,,0,Zero
